Emapp,id,Produit,Code NFH,Famille,Ss-Famille,Gamme,Variante,Conditmt,Prix indicatif,Unite Energ.,Poids/Volume par piece,Calcium,Sodium,Proteines,Glucides,Lipides,kJ,kcal,dont acides gras satures,dont sucres,% de net
EMApp,318,Sardine à l'huile,10.14,Epicerie,Epicerie,appertisé,Boite 3/1,Boite 3/1,9.35 €,kg,1,613,341,26.40,0,12.90,926,222,3.33,0,1
EMApp,319,Sardine,10.08,Viandes_Poissons,Poisson,brut,,Kg,3.50 €,kg,1,130,140,30.00,0,10.40,895,214,3.12,0,0.50
EMApp,320,Salsifis,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,6.90 €,kg,1,21,385,1.50,3.66,0.30,119,28.30,0.09,1.30,1
EMApp,321,Salsifis,10.03,Surgelés,Surgelé légume,surgelé,,kg,1.76 €,kg,1,16,47,2.00,5.50,0.20,135,32,0,0,1
EMApp,322,Salami,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,11.50 €,kg,1,19.20,1720,18.10,1.23,45,1990,482,16.90,0,1
EMApp,323,Salade de fruits frais,10.09,Fruits_et_légumes,Fruits,brut,,Kg,5.62 €,kg,1,14.50,1.47,0.73,18.30,0.33,354,84,0.04,17.10,1
EMApp,324,Fromage-Saint Nectaire,10.12,BOF,Fromages affinés à pâte ferme,brut,portion,carton,0.23 €,piece,0.025,519,328,24.40,0.23,26.90,1420,341,17.50,0,1
EMApp,325,Fromage-Saint nectaire,10.12,BOF,Fromages affinés à pâte ferme,brut,entier,piece,6.23 €,kg,1,519,328,24.40,0.23,26.90,1420,341,17.50,0,1
EMApp,326,Fromage-Saint marcellin,10.12,BOF,Fromages affinés à pâte molle,brut,piece,piece,3.28 €,kg,1,107,1520,12.70,1.01,25.40,1170,284,16.40,0,1
EMApp,327,Saint Jacques,10.02,Surgelés,Surgelé poisson,surgelé,,Kg,17.71 €,kg,1,176,191,17.00,0.90,1.30,354,84,0,0,0.60
EMApp,328,Safran liquide,10.14,Epicerie,Epicerie,,Liquide,Litre,24.23 €,litre,1,111,148,11.43,65.37,5.85,1298,310,1.58,0,1
EMApp,329,Rutabaga,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.15 €,kg,1,50,0,1.20,7,0.10,142,34,0.01,2.19,0.70
EMApp,330,Roussette,10.08,Viandes_Poissons,Poisson,brut,,Kg,6.50 €,kg,1,0,0,25.40,0,0.29,443,104,0.07,0,0.50
EMApp,331,Boeuf-Rôti (aloyau),10.07,Viandes_Poissons,Bœuf,brut,,Kg,8.25 €,kg,1,10,153,26.40,0,3.78,583.60,139.62,0.94,0,0.80
EMApp,332,Rosette,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,10 €,kg,1,44,1560,24.90,2,32.70,1670,402,11.30,0,1
EMApp,333,Roquette,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,3.40 €,kg,1,160,0,2.60,3.70,0.60,105,25,0.07,0,1
EMApp,334,Roquette,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,3.40 €,kg,1,160,0,2.60,3.70,0.60,105,25,0.07,0,1
EMApp,335,Roquette,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.85 €,kg,1,160,0,2.60,3.70,0.60,105,25,0.07,0,0.50
EMApp,336,Fromage-Roquefort,10.12,BOF,Fromages affinés à pâte persillée,brut,bloc,pièce,20.72 €,kg,1,601,1560,19.10,1.78,32.10,1550,375,18.40,0.10,1
EMApp,337,Fromage-Roquefort,10.12,BOF,Fromages affinés à pâte persillée,brut,des,barquette,5.49 €,kg,1,601,1560,19.10,1.78,32.10,1550,375,18.40,0.10,1
EMApp,338,Porc-Rognon,10.07,Viandes_Poissons,Porc,brut,,Kg,4.19 €,kg,1,8,190,16.40,0,3,387,92.60,0.80,0,1
EMApp,339,Boeuf-Rognon,10.07,Viandes_Poissons,Bœuf,brut,,Kg,2.90 €,kg,1,10.20,198,15.30,0.85,2.65,373,88.50,0.50,0.80,1
EMApp,340,Agneau-Rognon,10.07,Viandes_Poissons,Agneau,brut,,Kg,11.90 €,kg,1,15.50,210,24.10,0,5,593,141,1.66,0,1
EMApp,341,Fromage-Rocamadour,10.12,BOF,Fromages affinés à pâte molle,brut,entier,piece,1.01 €,piece,0.065,98.90,368,23.20,0.90,23.20,1290,310,15.30,0,1
EMApp,342,Riz complet,10.14,Epicerie,Epicerie,déshydraté,,Kg,1.25 €,kg,1,11.10,4.10,7.02,71.40,2.80,1480,350,0.61,0.66,1
EMApp,343,Riz rond,10.14,Epicerie,Epicerie,déshydraté,,kg,0.95 €,kg,1,11.10,38.60,7.27,77.75,3.50,1595,377,1.40,0.12,2.50
EMApp,344,Riz long étuvé,10.14,Epicerie,Epicerie,déshydraté,,kg,0.80 €,kg,1,101,5.08,7.11,78.60,0.98,1510,356,0.21,0.40,1
EMApp,345,Riz d'or,10.14,Epicerie,Epicerie,déshydraté,,Pot,90 €,kg,1,0,0,9.10,27.70,8.90,950,227,0,0,1
EMApp,346,Rillettes pur porc,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,6.90 €,kg,1,20,474,14.20,0.10,39.20,1690,410,13.30,0.10,1
EMApp,347,"Rillettes autres (volaille, thon…)",10.07,Viandes_Poissons,Charcuterie,brut,,Kg,15.80 €,kg,1,11.20,450,15.10,0.12,40.30,1750,424,15.40,0,1
EMApp,348,Rillette de thon,10.14,Epicerie,Epicerie,déshydraté,,kg,12 €,kg,1,18,409,15.60,1.70,17.10,927,223,2.20,1.70,1
EMApp,349,Fromage-Ricotta,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,pot,pot,6.11 €,kg,1,215,118,11.50,3.75,10.50,670,161,6.99,3.75,1
EMApp,350,Rhum dénaturé,10.14,Epicerie,Epicerie,,Liquide,Litre,1.89 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,351,Rhubarbe,10.10,Fruits_et_légumes,Fruits,brut,,Kg,8.75 €,kg,1,86,3,0.50,1,0.10,30.50,7.30,0,0,0.50
EMApp,352,Reine-Claude,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière denoyautée,Kg,1.60 €,kg,1,5.30,0.75,0.80,9.60,0.28,206,49,0.04,9.60,1
EMApp,353,Reine-Claude,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière,Kg,1.60 €,kg,1,5.30,0.75,0.80,9.60,0.28,206,49,0.05,9.60,0.80
EMApp,354,Reine-Claude,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.60 €,kg,1,5.30,0.75,0.80,9.60,0.28,206,49,0.05,9.60,0.80
EMApp,355,Fromage-Reblochon,10.12,BOF,Fromages affinés à pâte molle,brut,entier,piece,7.65 €,kg,1,493,477,20.80,0.09,27.60,1380,332,16.90,0,1
EMApp,356,Raz el hanout,10.14,Epicerie,Epicerie,déshydraté,,kg,3.98 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,357,Raviolis,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,11.20 €,kg,1,21,454,3.00,13.50,3.17,409,97.40,0.93,2.57,1
EMApp,358,Ratatouille,10.03,Surgelés,Surgelé légume,surgelé,cuisiné,Kg,2.34 €,kg,1,16.80,418,1.20,6.20,5.40,326,78,0,0,1
EMApp,359,Ratatouille,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,10.50 €,kg,1,16.80,418,1.20,4.77,4.98,299,72.10,0.69,0,1
EMApp,360,Rascasse,10.08,Viandes_Poissons,Poisson,brut,,Kg,18.60 €,kg,1,61,0,19.00,0,1.64,384,91,0.40,0,0.50
EMApp,361,Raisin sec,10.14,Epicerie,Epicerie,déshydraté,,kg,2.14 €,kg,1,63.80,19.70,2.99,66.40,0.57,1290,303,0.20,59.20,1
EMApp,362,Raisin noir,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.85 €,kg,1,8.98,0.29,0.50,12.10,0.25,264,62.10,0.08,12.10,0.60
EMApp,363,Raisin blanc,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.05 €,kg,1,10.10,1.07,0.60,16.10,0.16,297,70,0.05,16.10,0.60
EMApp,364,Raifort,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,7.90 €,kg,1,86.60,113,3.96,9.54,0.53,292,70,0,0,1
EMApp,365,Raie,10.02,Surgelés,Surgelé poisson,surgelé,,Kg,3.39 €,kg,1,50,161,18.90,0,0.50,340,80,0,0,0.80
EMApp,366,Raie,10.08,Viandes_Poissons,Poisson,brut,,Kg,15.90 €,kg,1,50,150,18.90,0,0.50,340,80,0.14,0,0.50
EMApp,367,Radis noir,10.09,Fruits_et_légumes,Légumes,cru sous vide,rapé,Kg,3.65 €,kg,1,53.80,8.60,2.80,0.60,0.10,75,18,0,0,1
EMApp,368,Radis noir,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.52 €,kg,1,53.80,8.60,2.80,0.60,0.10,75,18,0,0,0.80
EMApp,369,Radis,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,4 €,kg,1,30.60,22.10,0.76,1.77,0.10,55,13,0.03,1.77,1
EMApp,370,Radis,10.09,Fruits_et_légumes,Légumes,cru sous vide,equeuté,Kg,4 €,kg,1,30.60,22.10,0.76,1.77,0.10,55,13,0.03,1.77,1
EMApp,371,Radis,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,4.65 €,kg,1,30.60,22.10,0.76,1.77,0.10,55,13,0.03,1.77,1
EMApp,372,Radis,10.10,Fruits_et_légumes,Légumes,brut,equeuté,Kg,4.65 €,kg,1,30.60,22.10,0.76,1.77,0.10,55,13,0.03,1.77,1
EMApp,373,Radis,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.52 €,kg,1,30.60,22.10,0.76,1.77,0.10,55,13,0.03,1.77,0.60
EMApp,374,Fromage-Raclette,10.12,BOF,Fromages affinés à pâte ferme,brut,tranche,paquet 400g,3.10 €,kg,1,661,603,25.00,0.69,29.60,1530,369,20.20,0,1
EMApp,375,Fromage-Raclette,10.12,BOF,Fromages affinés à pâte ferme,brut,entiere,kg,4.20 €,kg,1,661,603,25.00,0.69,29.60,1530,369,20.20,0,1
EMApp,376,Quinoa,10.14,Epicerie,Epicerie,déshydraté,,kg,3.53 €,kg,1,0,20,12.50,63.70,5.50,1500,358,0.90,0,1
EMApp,377,Quiche lorraine,10.06,Surgelés,Surgelé entrée,surgelé,bande,unité,2.56 €,kg,1,106,495,8.70,22.80,14.40,1068,256,0,0,1
EMApp,378,Quiche individuelle,10.04,Surgelés,Surgelé entrée,surgelé,individuelle,unité,0.53 €,piece,0.065,106,495,8.70,22.80,14.40,1068,256,0,0,1
EMApp,379,Quenelle de volaille. appertisée,10.04,Epicerie,Epicerie,appertisé,,Kg,5.30 €,kg,1,35.40,913,6.80,9.93,13,770,185,5.34,0,1
EMApp,380,Quenelle de veau au naturel. appertisée,10.04,Epicerie,Epicerie,appertisé,,Kg,5 €,kg,1,22.40,501,4.90,9.33,15.70,828,199,6.04,0,1
EMApp,381,Purée PdT déshydratée,10.14,Epicerie,Epicerie,déshydraté,,kg,3 €,kg,1,73,155,10.90,65.80,3.02,1480,350,1.84,3.24,1
EMApp,382,Purée granulé salé à chaud,10.14,Epicerie,Epicerie,déshydraté,,kg,2.84 €,kg,1,73,155,10.90,65.80,3.02,1480,350,1.84,3.24,1
EMApp,383,Purée granulé complète,10.14,Epicerie,Epicerie,déshydraté,,kg,5.22 €,kg,1,73,155,10.90,65.80,3.02,1480,350,1.84,3.24,1
EMApp,384,Pruneau,10.14,Epicerie,Epicerie,déshydraté,denoyauté,Kg,5.40 €,kg,1,47.90,4.33,2.36,52.30,3.30,1070,253,0.07,37.90,1
EMApp,385,Pruneau,10.14,Epicerie,Epicerie,déshydraté,,Kg,5.40 €,kg,1,47.90,4.33,2.36,52.30,3.30,1070,253,0.07,37.90,0.70
EMApp,386,Pruneau,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,5.40 €,kg,1,47.90,4.33,2.36,52.30,0.71,1040,244,0.07,37.90,0.80
EMApp,387,Prune,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière denoyautée,Kg,7.85 €,kg,1,13,1,0.80,12,0.10,217,52,0.02,12,1
EMApp,388,Prune,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière,Kg,5.67 €,kg,1,13,1,0.80,12,0.10,217,52,0.02,12,0.70
EMApp,389,Prune reine claude,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.05 €,kg,1,13,1,0.80,12,0.10,217,52,0.02,12,0.70
EMApp,390,Printanière de légume,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.89 €,kg,1,0,0,2.60,9.10,0.10,203,48,0,0,0.90
EMApp,391,Préparation pour génoise,10.14,Epicerie,Epicerie,déshydraté,,kg,2.35 €,kg,1,0,0,5.70,53.10,13,1488,354,0,40,1
EMApp,392,Préparation bavarois poire,10.14,Epicerie,Epicerie,déshydraté,,kg,16.11 €,kg,1,0,0,4.10,32.50,12.10,1071,256,0,25,1
EMApp,393,Préparation bavarois passion,10.14,Epicerie,Epicerie,déshydraté,,kg,17.11 €,kg,1,0,0,4.10,32.50,12.10,1071,256,0,25,1
EMApp,394,Préparation bavarois framboise,10.14,Epicerie,Epicerie,déshydraté,,kg,16.22 €,kg,1,0,0,4.10,32.50,12.10,1071,256,0,25,1
EMApp,395,Préparation bavarois ananas,10.14,Epicerie,Epicerie,déshydraté,,kg,13.23 €,kg,1,0,0,4.10,32.50,12.10,1071,256,0,25,1
EMApp,396,Pralin,10.14,Epicerie,Epicerie,déshydraté,,kg,9.45 €,kg,1,0,100,8.10,58.70,29.40,2221,530,2.20,52,1
EMApp,397,Pousse d'epinard,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.66 €,kg,1,0,0,2.00,1.60,0.50,88,21,0.06,0.25,1
EMApp,398,Pousse de soja,10.14,Epicerie,Epicerie,appertisé,Boite 3/1,Boite 3/1,4.60 €,kg,1,41,226,1.60,3.50,0.22,119,28.40,0.01,0.40,1
EMApp,399,Pousse de soja,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.51 €,kg,1,44.20,24.70,3.81,5.16,0.52,181,43,0.10,3.40,1
EMApp,400,Pousse de betterave,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.20 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,401,Poulpe cru,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,5 €,kg,1,33,136,17.90,1.45,0.90,362,86,0.25,0,0.60
EMApp,402,Poulet-Manchons Marinés et rôtis,10.07,Viandes_Poissons,Volaille,cuit sous vide,,Kg,5.60 €,kg,1,34,674,22.40,2.10,12.60,890,213,3.16,0,0.50
EMApp,403,Poulet-Cuisses (Déjointées),10.01,Surgelés,Surgelé viande,surgelé,160-180g,Kg,2.15 €,kg,1,14.50,103,26.00,0,9,775,185,0,0,0.50
EMApp,404,Poule PAC,10.07,Viandes_Poissons,Volaille,brut,,Kg,7.90 €,kg,1,13,78,30.40,0,11.90,957,229,2.92,0,0.30
EMApp,405,Poudre de réglisse,10.14,Epicerie,Epicerie,déshydraté,,Boite,2.90 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,406,Potiron,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,3.75 €,kg,1,25.90,9.30,0.60,1.90,0.10,57,14,0.01,0.60,1
EMApp,407,Potiron,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.65 €,kg,1,25.90,9.30,0.60,1.90,0.10,57,14,0.06,0.60,1
EMApp,408,Potiron,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.90 €,kg,1,25.90,9.30,0.60,1.90,0.10,57,14,0.01,0.60,0.60
EMApp,409,Potimarron épluché,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.65 €,kg,1,25.90,9.30,0.60,1.90,0.10,57,14,0.01,0.60,1
EMApp,410,Potimarron,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.40 €,kg,1,25.90,9.30,0.60,1.90,0.10,57,14,0.01,0.60,0.60
EMApp,411,Porto dénaturé,10.12,Epicerie,Epicerie,,Liquide,Litre,4.36 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,412,Fromage-Pont l'eveque,10.12,BOF,Fromages affinés à pâte molle,brut,entier,pièce,3.29 €,kg,1,478,701,21.00,0,22.40,1190,286,14.50,0,1
EMApp,413,Pommes rissolées,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.68 €,kg,1,12.30,243,2.70,27.40,4.25,691,164,0,0,1
EMApp,414,Pommes frites,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.80 €,kg,1,12.40,62.40,2.10,23.50,4.20,591,140,0,0,1
EMApp,415,Pomme en quartier,10.14,Fruits_et_légumes,Fruits,cuit sous vide,,,7.40 €,kg,1,4.44,9.80,0.32,22,0.23,398,93.70,0.02,15.90,1
EMApp,416,Pomme de terre,10.09,Fruits_et_légumes,Légumes,cuit sous vide,lamelle,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,417,Pomme de terre,10.09,Fruits_et_légumes,Légumes,cuit sous vide,cube,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,418,Pomme de terre,10.09,Fruits_et_légumes,Légumes,cuit sous vide,entière,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,419,Pomme de terre,10.09,Fruits_et_légumes,Légumes,cru sous vide,lamelle,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,420,Pomme de terre,10.09,Fruits_et_légumes,Légumes,cru sous vide,cube,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,421,Pomme de terre,10.09,Fruits_et_légumes,Légumes,cru sous vide,entière,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,422,Pomme de terre,10.10,Fruits_et_légumes,Légumes,brut,lamelle,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,423,Pomme de terre,10.10,Fruits_et_légumes,Légumes,brut,cube,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,424,Pomme de terre,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,2.60 €,kg,1,5,1.43,1.87,19.10,0.22,379,90,0.03,0.70,1
EMApp,425,Pomme,10.09,Fruits_et_légumes,Fruits,cuit sous vide,cube,Kg,3.55 €,kg,1,4.44,2.01,0.31,11.30,0.16,225,53,0.04,11.30,1
EMApp,426,Pomme,10.09,Fruits_et_légumes,Fruits,cuit sous vide,lamelle,Kg,3.55 €,kg,1,4.44,2.01,0.31,11.30,0.16,225,53,0.04,11.30,1
EMApp,427,Pomme,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière,Kg,2.85 €,kg,1,4.44,2.01,0.31,11.30,0.16,225,53,0.04,11.30,1
EMApp,428,Pomme,10.09,Fruits_et_légumes,Fruits,cru sous vide,cube,Kg,3.45 €,kg,1,5.20,2.01,0.31,11.30,0.16,225,53,0.04,11.30,1
EMApp,429,Pomme,10.09,Fruits_et_légumes,Fruits,cru sous vide,lamelle,Kg,3.45 €,kg,1,5.20,2.01,0.31,11.30,0.16,225,53,0.04,11.30,1
EMApp,430,Pomme,10.09,Fruits_et_légumes,Fruits,cru sous vide,entière,Kg,2.95 €,kg,1,5.20,2.01,0.31,11.30,0.16,225,53,0.04,11.30,1
EMApp,431,Pomme,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.15 €,kg,1,5.20,2.01,0.31,11.30,0.16,225,53,0.04,11.30,0.80
EMApp,432,Poivron vert,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,3.90 €,kg,1,11,10.70,0.80,3.08,0.30,89,21,0.06,1.93,1
EMApp,433,Poivron vert,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.90 €,kg,1,11,10.70,0.80,3.08,0.30,89,21,0.06,1.93,1
EMApp,434,Poivron vert,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.90 €,kg,1,11,10.70,0.80,3.08,0.30,89,21,0.06,1.93,0.80
EMApp,435,Poivron rouge,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,3.90 €,kg,1,8.72,6.76,1.00,5.73,0.40,144,34,0.06,4.20,1
EMApp,436,Poivron rouge,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.90 €,kg,1,8.72,6.76,1.00,5.73,0.40,144,34,0.06,4.20,1
EMApp,437,Poivron rouge,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.60 €,kg,1,8.72,6.76,1.00,5.73,0.40,144,34,0.06,4.20,0.80
EMApp,438,Poivron jaune,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,3.90 €,kg,1,13,2,0.90,4.20,0.30,112,27,0.03,4.20,1
EMApp,439,Poivron jaune,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.90 €,kg,1,13,2,0.90,4.20,0.30,112,27,0.03,4.20,1
EMApp,440,Poivron jaune,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.60 €,kg,1,13,2,0.90,4.20,0.30,112,27,0.03,4.20,0.80
EMApp,441,Poivron,10.03,Surgelés,Surgelé légume,surgelé,lanière,Kg,1.20 €,kg,1,13,2,0.90,4.20,0.30,112,27,0.03,4.20,1
EMApp,442,Poivre vert,10.14,Epicerie,Epicerie,appertisé,Boite 4/4,kg,2.46 €,kg,1,10,0,0.30,11.30,0.20,53,225,0,0,1
EMApp,443,Poivre noir moulu,10.14,Epicerie,Epicerie,déshydraté,,unité,3.42 €,kg,1,430,44,11.00,44.50,3.30,1280,304,0.99,38.30,1
EMApp,444,Poivre gris moulu,10.14,Epicerie,Epicerie,déshydraté,,kg,5.64 €,kg,1,430,44,11.00,44.50,3.30,1280,304,0.99,38.30,1
EMApp,445,Poivre gris grains,10.14,Epicerie,Epicerie,déshydraté,,kg,5.68 €,kg,1,430,44,11.00,44.50,3.30,1280,304,0.99,38.30,1
EMApp,446,Poivre blanc moulu,10.14,Epicerie,Epicerie,déshydraté,,kg,13.01 €,kg,1,430,44,11.00,44.50,3.30,1280,304,0.99,38.30,1
EMApp,447,Poitrine de porc fumée crue,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,5.50 €,kg,1,0,1400,16.50,0,27.30,1290,312,8.30,0,1
EMApp,448,Poisson pané. frit,10.08,Viandes_Poissons,Poisson,brut,,Kg,5.60 €,kg,1,24.90,354,8.60,15.30,11.30,830,199,1.89,0,1
EMApp,449,Poisson colin lieu,10.02,Surgelés,Surgelé poisson,surgelé,cube,Kg,3.49 €,kg,1,27.70,306,15.50,0,0.20,267,64,0.06,0,1
EMApp,450,Pois chiche,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,4.94 €,kg,1,41,154,8.86,21.10,1.09,588,139,0,0,1
EMApp,451,Pois cassé,10.14,Epicerie,Epicerie,déshydraté,,kg,2.39 €,kg,1,25,135,21.25,35,2.72,1270,302,0.36,1.62,1
EMApp,452,Poireau,10.09,Fruits_et_légumes,Légumes,cuit sous vide,entier,Kg,3.05 €,kg,1,25.30,3,0.81,3.28,0.20,103,25,0.03,2.11,1
EMApp,453,Poireau,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,3.05 €,kg,1,25.30,11.20,0.81,3.28,0.20,103,25,0.05,3.28,1
EMApp,454,Poireau,10.09,Fruits_et_légumes,Légumes,cru sous vide,entier,Kg,3.05 €,kg,1,25.30,11.20,0.81,3.28,0.20,103,25,0.05,3.28,1
EMApp,455,Poireau,10.03,Surgelés,Surgelé légume,surgelé,émincé,Kg,0.69 €,kg,1,27.40,11.20,2.80,2.35,0.28,122,29,0,0,1
EMApp,456,Poireau,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,3.05 €,kg,1,25.30,11.20,0.81,3.28,0.20,103,25,0,0,1
EMApp,457,Poireau,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.50 €,kg,1,25.30,11.20,0.81,3.28,0.20,103,25,0.05,3.28,1
EMApp,458,Poireau,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.80 €,kg,1,25.30,11.20,0.81,3.28,0.20,103,25,0.05,3.28,0.60
EMApp,459,Poire belle helène,10.04,Surgelés,Surgelé dessert,surgelé,120ml,unité,0.22 €,piece,0.120,49.30,15.70,1.10,30.10,3.50,660,156,0,0,1
EMApp,460,Poire demi fruit au sirop,10.14,Epicerie,Epicerie,appertisé,,Boite 5/1,5.90 €,kg,1,6,3.33,0.25,13.90,0.10,262,62,0,12.50,1
EMApp,461,Poire,10.09,Fruits_et_légumes,Fruits,cuit sous vide,cube,Kg,4.85 €,kg,1,12.90,1.85,0.39,10.80,0.22,224,53,0.03,10.40,1
EMApp,462,Poire,10.09,Fruits_et_légumes,Fruits,cuit sous vide,lamelle,Kg,4.85 €,kg,1,12.90,1.85,0.39,10.80,0.22,224,53,0.03,10.40,1
EMApp,463,Poire,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière,Kg,4.50 €,kg,1,12.90,1.85,0.39,10.80,0.22,224,53,0.03,10.40,1
EMApp,464,Poire,10.09,Fruits_et_légumes,Fruits,cru sous vide,cube,Kg,4.75 €,kg,1,7.35,1.85,0.39,10.80,0.22,224,53,0.03,10.40,1
EMApp,465,Poire,10.09,Fruits_et_légumes,Fruits,cru sous vide,lamelle,Kg,4.75 €,kg,1,7.35,1.85,0.39,10.80,0.22,224,53,0.03,10.40,1
EMApp,466,Poire,10.09,Fruits_et_légumes,Fruits,cru sous vide,entière,Kg,3.75 €,kg,1,7.35,1.85,0.39,10.80,0.22,224,53,0.03,10.40,1
EMApp,467,Poire,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.75 €,kg,1,7.35,1.85,0.39,10.80,0.22,224,53,0.03,10.40,0.80
EMApp,468,Poelee,10.03,Surgelés,Surgelé légume,surgelé,meridionale,Kg,1.37 €,kg,1,0,3,1.60,6,3.20,248,59,0,0,1
EMApp,469,Poelee,10.03,Surgelés,Surgelé légume,surgelé,campagnarde,Kg,1.12 €,kg,1,0,3,1.60,4.40,3.20,220,53,0,0,1
EMApp,470,Boeuf-Plat de côte,10.07,Viandes_Poissons,Bœuf,brut,,Kg,6.50 €,kg,1,0,0,17.40,0,23.70,1170,283,10.60,0,0.50
EMApp,471,Pizza bande fromage 0.5kg,10.04,Surgelés,Surgelé entrée,surgelé,0.5kg,unité,1.16 €,piece,0.500,106,542,7.20,28.40,7.50,805,210,0,0,1
EMApp,472,Pizza fromage 0.2 kg,10.04,Surgelés,Surgelé entrée,surgelé,0.2kg,unité,0.57 €,piece,0.200,106,542,7.20,28.40,7.50,805,210,0,0,1
EMApp,473,extrait de Pistache,10.14,Epicerie,Epicerie,,liquide,Litre,3.89 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,474,Pistache émondée,10.14,Epicerie,Epicerie,déshydraté,,kg,29 €,kg,1,110,10,21.35,27.65,45.97,2391,572,5.55,7.81,1
EMApp,475,Piment extra fin moulu,10.14,Epicerie,Epicerie,déshydraté,,kg,6.62 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,476,Piment,10.14,Epicerie,Epicerie,déshydraté,,Kg,2 €,kg,1,148,30,12.00,29.40,17.30,1560,376,3.26,10.30,1
